0,3
1,7
2,9
3,9
4,9
5,7
6,10
7,10
8,9
9,8
10,7
11,6
12,7
13,7
14,11
15,14
16,12
17,11
18,9
19,6
20,10
21,14
22,12
23,9
24,9
25,9
26,6
27,6
28,6
29,6
30,5
31,5
32,4
33,2
34,2
35,2
36,2
37,1
38,1
39,1
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
